,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,shares_outstanding,stockholders_equity,total_assets,total_liabilities
133,ADBE,ADOBE INC.,2025-11-28,10-K,2026-01-15,5431000000.0,6210000000.0,7130000000.0,8706000000.0,23769000000.0,413000000.0,11623000000.0,29496000000.0,17873000000.0
131,ADBE,ADOBE INC.,2024-11-29,10-K,2025-01-13,7613000000.0,4129000000.0,5560000000.0,6741000000.0,21505000000.0,441000000.0,14105000000.0,30230000000.0,16125000000.0
132,ADBE,ADOBE INC.,2024-11-29,10-K,2026-01-15,7613000000.0,4129000000.0,5560000000.0,6741000000.0,21505000000.0,441000000.0,14105000000.0,30230000000.0,16125000000.0
128,ADBE,ADOBE INC.,2023-12-01,10-K,2024-01-17,7141000000.0,3634000000.0,5428000000.0,6650000000.0,19409000000.0,455000000.0,16518000000.0,29779000000.0,13261000000.0
129,ADBE,ADOBE INC.,2023-12-01,10-K,2025-01-13,7141000000.0,3634000000.0,5428000000.0,6650000000.0,19409000000.0,455000000.0,16518000000.0,29779000000.0,13261000000.0
130,ADBE,ADOBE INC.,2023-12-01,10-K,2026-01-15,,,5428000000.0,6650000000.0,19409000000.0,,16518000000.0,,
124,ADBE,ADOBE INC.,2022-12-02,10-K,2023-01-17,4236000000.0,3629000000.0,4756000000.0,6098000000.0,17606000000.0,462000000.0,14051000000.0,27165000000.0,13114000000.0
125,ADBE,ADOBE INC.,2022-12-02,10-K,2024-01-17,4236000000.0,3629000000.0,4756000000.0,6098000000.0,17606000000.0,462000000.0,14051000000.0,27165000000.0,13114000000.0
126,ADBE,ADOBE INC.,2022-12-02,10-K,2025-01-13,,,4756000000.0,6098000000.0,17606000000.0,,14051000000.0,,
127,ADBE,ADOBE INC.,2022-12-02,10-K,2026-01-15,,,,,,,14051000000.0,,
120,ADBE,ADOBE INC.,2021-12-03,10-K,2022-01-21,3844000000.0,4123000000.0,4822000000.0,5802000000.0,15785000000.0,475000000.0,14797000000.0,27241000000.0,12444000000.0
121,ADBE,ADOBE INC.,2021-12-03,10-K,2023-01-17,3844000000.0,4123000000.0,4822000000.0,5802000000.0,15785000000.0,475000000.0,14797000000.0,27241000000.0,12444000000.0
122,ADBE,ADOBE INC.,2021-12-03,10-K,2024-01-17,,,4822000000.0,5802000000.0,15785000000.0,,14797000000.0,,
123,ADBE,ADOBE INC.,2021-12-03,10-K,2025-01-13,,,,,,,14797000000.0,,
116,ADBE,ADOBE INC.,2020-11-27,10-K,2021-01-15,4478000000.0,4117000000.0,2250000000.0,4237000000.0,3424000000.0,479000000.0,13264000000.0,24284000000.0,11020000000.0
117,ADBE,ADOBE INC.,2020-11-27,10-K,2022-01-21,4478000000.0,4117000000.0,5260000000.0,4237000000.0,12868000000.0,479000000.0,13264000000.0,24284000000.0,11020000000.0
118,ADBE,ADOBE INC.,2020-11-27,10-K,2023-01-17,,,5260000000.0,4237000000.0,12868000000.0,,13264000000.0,,
119,ADBE,ADOBE INC.,2020-11-27,10-K,2024-01-17,,,,,,,13264000000.0,,
115,ADBE,ADOBE INC.,2020-08-28,10-K,2021-01-15,,,955000000.0,,3225000000.0,,,,
114,ADBE,ADOBE INC.,2020-05-29,10-K,2021-01-15,,,1100000000.0,,3128000000.0,,,,
113,ADBE,ADOBE INC.,2020-02-28,10-K,2021-01-15,,,955000000.0,,3091000000.0,,,,
109,ADBE,ADOBE INC.,2019-11-29,10-K,2020-01-21,2650221000.0,,851861000.0,3268121000.0,2991945000.0,482339000.0,10530155000.0,20762400000.0,10232245000.0
110,ADBE,ADOBE INC.,2019-11-29,10-K,2021-01-15,2650000000.0,989000000.0,852000000.0,3268000000.0,2992000000.0,483000000.0,10530000000.0,20762000000.0,10232000000.0
111,ADBE,ADOBE INC.,2019-11-29,10-K,2022-01-21,2650000000.0,,2951000000.0,3268000000.0,11171000000.0,,10530000000.0,,
112,ADBE,ADOBE INC.,2019-11-29,10-K,2023-01-17,,,,,,,10530000000.0,,
107,ADBE,ADOBE INC.,2019-08-30,10-K,2020-01-21,,,792763000.0,,2834126000.0,,,,
108,ADBE,ADOBE INC.,2019-08-30,10-K,2021-01-15,,,793000000.0,,2834000000.0,,,,
105,ADBE,ADOBE INC.,2019-05-31,10-K,2020-01-21,,,632593000.0,,2744280000.0,,,,
106,ADBE,ADOBE INC.,2019-05-31,10-K,2021-01-15,,,633000000.0,,2744000000.0,,,,
103,ADBE,ADOBE INC.,2019-03-01,10-K,2020-01-21,,,674241000.0,,2600946000.0,,,,
104,ADBE,ADOBE INC.,2019-03-01,10-K,2021-01-15,,,674000000.0,,2601000000.0,,,,
99,ADBE,ADOBE INC.,2018-11-30,10-K,2019-01-25,1642775000.0,,678240000.0,2840369000.0,2464625000.0,487663000.0,9362114000.0,18768682000.0,9406568000.0
100,ADBE,ADOBE INC.,2018-11-30,10-K,2020-01-21,1642775000.0,,678240000.0,2840369000.0,2464625000.0,487663000.0,9362114000.0,18768682000.0,9406568000.0
101,ADBE,ADOBE INC.,2018-11-30,10-K,2021-01-15,1643000000.0,,2591000000.0,2840000000.0,9030000000.0,,9362000000.0,,
102,ADBE,ADOBE INC.,2018-11-30,10-K,2022-01-21,1643000000.0,,,,,,9362000000.0,,
97,ADBE,ADOBE INC.,2018-08-31,10-K,2019-01-25,,,666291000.0,,2291076000.0,,,,
98,ADBE,ADOBE INC.,2018-08-31,10-K,2020-01-21,,,666291000.0,,2291076000.0,,,,
95,ADBE,ADOBE INC.,2018-06-01,10-K,2019-01-25,,,663167000.0,,2195360000.0,,,,
96,ADBE,ADOBE INC.,2018-06-01,10-K,2020-01-21,,,663167000.0,,2195360000.0,,,,
93,ADBE,ADOBE INC.,2018-03-02,10-K,2019-01-25,,,583076000.0,,2078947000.0,,,,
94,ADBE,ADOBE INC.,2018-03-02,10-K,2020-01-21,,,583076000.0,,2078947000.0,,,,
89,ADBE,ADOBE INC.,2017-12-01,10-K,2018-01-22,2306072000.0,,501549000.0,2168095000.0,2006595000.0,491262000.0,8459869000.0,14535556000.0,6075687000.0
90,ADBE,ADOBE INC.,2017-12-01,10-K,2019-01-25,2306072000.0,,501549000.0,2168095000.0,2006595000.0,491262000.0,8459869000.0,14535556000.0,6075687000.0
91,ADBE,ADOBE INC.,2017-12-01,10-K,2020-01-21,2306072000.0,,1693954000.0,2168095000.0,7301505000.0,,8459869000.0,,
92,ADBE,ADOBE INC.,2017-12-01,10-K,2021-01-15,2306000000.0,,,,,,8459000000.0,,
87,ADBE,ADOBE INC.,2017-09-01,10-K,2018-01-22,,,419569000.0,,1841074000.0,,,,
88,ADBE,ADOBE INC.,2017-09-01,10-K,2019-01-25,,,419569000.0,,1841074000.0,,,,
85,ADBE,ADOBE INC.,2017-06-02,10-K,2018-01-22,,,374390000.0,,1772190000.0,,,,
86,ADBE,ADOBE INC.,2017-06-02,10-K,2019-01-25,,,374390000.0,,1772190000.0,,,,
83,ADBE,ADOBE INC.,2017-03-03,10-K,2018-01-22,,,398446000.0,,1681646000.0,,,,
84,ADBE,ADOBE INC.,2017-03-03,10-K,2019-01-25,,,398446000.0,,1681646000.0,,,,
79,ADBE,ADOBE INC.,2016-12-02,10-K,2017-01-20,1011315000.0,,399613000.0,1493602000.0,1608419000.0,494254000.0,7424835000.0,12707114000.0,5282279000.0
80,ADBE,ADOBE INC.,2016-12-02,10-K,2018-01-22,1011315000.0,,399613000.0,1493602000.0,1608419000.0,494254000.0,7424835000.0,12697246000.0,5272411000.0
81,ADBE,ADOBE INC.,2016-12-02,10-K,2019-01-25,1011315000.0,,1168782000.0,1493602000.0,5854430000.0,,7424835000.0,,
82,ADBE,ADOBE INC.,2016-12-02,10-K,2020-01-21,1011315000.0,,,,,,7424835000.0,,
77,ADBE,ADOBE INC.,2016-09-02,10-K,2017-01-20,,,270788000.0,,1463967000.0,,,,
78,ADBE,ADOBE INC.,2016-09-02,10-K,2018-01-22,,,270788000.0,,1463967000.0,,,,
75,ADBE,ADOBE INC.,2016-06-03,10-K,2017-01-20,,,244074000.0,,1398709000.0,,,,
76,ADBE,ADOBE INC.,2016-06-03,10-K,2018-01-22,,,244074000.0,,1398709000.0,,,,
73,ADBE,ADOBE INC.,2016-03-04,10-K,2017-01-20,,,254307000.0,,1383335000.0,,,,
74,ADBE,ADOBE INC.,2016-03-04,10-K,2018-01-22,,,254307000.0,,1383335000.0,,,,
69,ADBE,ADOBE INC.,2015-11-27,10-K,2016-01-19,876560000.0,,222705000.0,903095000.0,1306404000.0,497809000.0,7001580000.0,11726472000.0,4724892000.0
70,ADBE,ADOBE INC.,2015-11-27,10-K,2017-01-20,876560000.0,,222705000.0,903095000.0,1306404000.0,497809000.0,7001580000.0,11726472000.0,4724892000.0
71,ADBE,ADOBE INC.,2015-11-27,10-K,2018-01-22,876560000.0,,629551000.0,903095000.0,4795511000.0,,7001580000.0,,
72,ADBE,ADOBE INC.,2015-11-27,10-K,2019-01-25,876560000.0,,,,,,7001580000.0,,
67,ADBE,ADOBE INC.,2015-08-28,10-K,2016-01-19,,,174465000.0,,1217768000.0,,,,
68,ADBE,ADOBE INC.,2015-08-28,10-K,2017-01-20,,,174465000.0,,1217768000.0,,,,
65,ADBE,ADOBE INC.,2015-05-29,10-K,2016-01-19,,,147493000.0,,1162158000.0,,,,
66,ADBE,ADOBE INC.,2015-05-29,10-K,2017-01-20,,,147493000.0,,1162158000.0,,,,
63,ADBE,ADOBE INC.,2015-02-27,10-K,2016-01-19,,,84888000.0,,1109181000.0,,,,
64,ADBE,ADOBE INC.,2015-02-27,10-K,2017-01-20,,,84888000.0,,1109181000.0,,,,
59,ADBE,ADOBE INC.,2014-11-28,10-K,2015-01-20,1117400000.0,,88136000.0,412685000.0,1073328000.0,497484000.0,6775905000.0,10785829000.0,4009924000.0
60,ADBE,ADOBE INC.,2014-11-28,10-K,2016-01-19,1117400000.0,,88136000.0,412685000.0,1073328000.0,497484000.0,6775905000.0,10785829000.0,4009924000.0
61,ADBE,ADOBE INC.,2014-11-28,10-K,2017-01-20,1117400000.0,,268395000.0,412685000.0,4147065000.0,,6775905000.0,,
62,ADBE,ADOBE INC.,2014-11-28,10-K,2018-01-22,1117400000.0,,,,,,6775905000.0,,
57,ADBE,ADOBE INC.,2014-08-29,10-K,2015-01-20,,,44686000.0,,1005409000.0,,,,
58,ADBE,ADOBE INC.,2014-08-29,10-K,2016-01-19,,,44686000.0,,1005409000.0,,,,
55,ADBE,ADOBE INC.,2014-05-30,10-K,2015-01-20,,,88527000.0,,1068208000.0,,,,
56,ADBE,ADOBE INC.,2014-05-30,10-K,2016-01-19,,,88527000.0,,1068208000.0,,,,
53,ADBE,ADOBE INC.,2014-02-28,10-K,2015-01-20,,,47046000.0,,1000120000.0,,,,
54,ADBE,ADOBE INC.,2014-02-28,10-K,2016-01-19,,,47046000.0,,1000120000.0,,,,
49,ADBE,ADOBE INC.,2013-11-29,10-K,2014-01-21,834556000.0,,65320000.0,422723000.0,1041699000.0,496261000.0,6724634000.0,10380298000.0,3655664000.0
50,ADBE,ADOBE INC.,2013-11-29,10-K,2015-01-20,834556000.0,,65320000.0,422723000.0,1041699000.0,496261000.0,6724634000.0,10380298000.0,3655664000.0
51,ADBE,ADOBE INC.,2013-11-29,10-K,2016-01-19,834556000.0,,289985000.0,422723000.0,4055240000.0,,6724634000.0,,
52,ADBE,ADOBE INC.,2013-11-29,10-K,2017-01-20,834556000.0,,,,,,6724634000.0,,
47,ADBE,ADOBE INC.,2013-08-30,10-K,2014-01-21,,,83002000.0,,995119000.0,,,,
48,ADBE,ADOBE INC.,2013-08-30,10-K,2015-01-20,,,83002000.0,,995119000.0,,,,
45,ADBE,ADOBE INC.,2013-05-31,10-K,2014-01-21,,,76546000.0,,1010549000.0,,,,
46,ADBE,ADOBE INC.,2013-05-31,10-K,2015-01-20,,,76546000.0,,1010549000.0,,,,
43,ADBE,ADOBE INC.,2013-03-01,10-K,2014-01-21,,,65117000.0,,1007873000.0,,,,
44,ADBE,ADOBE INC.,2013-03-01,10-K,2015-01-20,,,65117000.0,,1007873000.0,,,,
39,ADBE,ADOBE INC.,2012-11-30,10-K,2013-01-22,1425052000.0,,222333000.0,1180191000.0,1153428000.0,494132000.0,6665182000.0,9974523000.0,3309341000.0
40,ADBE,ADOBE INC.,2012-11-30,10-K,2014-01-21,1425052000.0,,222333000.0,1180191000.0,1153428000.0,494132000.0,6665182000.0,10040229000.0,3375047000.0
41,ADBE,ADOBE INC.,2012-11-30,10-K,2015-01-20,1425052000.0,,832775000.0,1180191000.0,4403677000.0,,6665182000.0,,
42,ADBE,ADOBE INC.,2012-11-30,10-K,2016-01-19,1425052000.0,,,,,,6665182000.0,,
37,ADBE,ADOBE INC.,2012-08-31,10-K,2013-01-22,,,201357000.0,,1080580000.0,,,,
38,ADBE,ADOBE INC.,2012-08-31,10-K,2014-01-21,,,201357000.0,,1080580000.0,,,,
35,ADBE,ADOBE INC.,2012-06-01,10-K,2013-01-22,,,223876000.0,,1124449000.0,,,,
36,ADBE,ADOBE INC.,2012-06-01,10-K,2014-01-21,,,223876000.0,,1124449000.0,,,,
33,ADBE,ADOBE INC.,2012-03-02,10-K,2013-01-22,,,185209000.0,,1045220000.0,,,,
34,ADBE,ADOBE INC.,2012-03-02,10-K,2014-01-21,,,185209000.0,,1045220000.0,,,,
29,ADBE,ADOBE INC.,2011-12-02,10-K,2012-01-26,989500000.0,,173719000.0,1099299000.0,1152161000.0,491540000.0,5783113000.0,8991183000.0,3208070000.0
30,ADBE,ADOBE INC.,2011-12-02,10-K,2013-01-22,989500000.0,,173719000.0,1099299000.0,1152161000.0,491540000.0,5783113000.0,8991183000.0,3208070000.0
31,ADBE,ADOBE INC.,2011-12-02,10-K,2014-01-21,989500000.0,,832847000.0,1099299000.0,4216258000.0,,5783113000.0,,
32,ADBE,ADOBE INC.,2011-12-02,10-K,2015-01-20,989500000.0,,,,,,5783113000.0,,
27,ADBE,ADOBE INC.,2011-09-02,10-K,2012-01-26,,,195101000.0,,1013212000.0,,,,
28,ADBE,ADOBE INC.,2011-09-02,10-K,2013-01-22,,,195101000.0,,1013212000.0,,,,
25,ADBE,ADOBE INC.,2011-06-03,10-K,2012-01-26,,,229436000.0,,1023179000.0,,,,
26,ADBE,ADOBE INC.,2011-06-03,10-K,2013-01-22,,,229436000.0,,1023179000.0,,,,
23,ADBE,ADOBE INC.,2011-03-04,10-K,2012-01-26,,,234591000.0,,1027706000.0,,,,
24,ADBE,ADOBE INC.,2011-03-04,10-K,2013-01-22,,,234591000.0,,1027706000.0,,,,
19,ADBE,ADOBE INC.,2010-12-03,10-K,2011-01-27,749891000.0,,268850000.0,993074000.0,1007946000.0,501897000.0,5192387000.0,8141148000.0,2948761000.0
20,ADBE,ADOBE INC.,2010-12-03,10-K,2012-01-26,749891000.0,,268850000.0,993074000.0,1007946000.0,501897000.0,5192387000.0,8141148000.0,2948761000.0
21,ADBE,ADOBE INC.,2010-12-03,10-K,2013-01-22,749891000.0,,774680000.0,993074000.0,3800000000.0,,5192387000.0,,
22,ADBE,ADOBE INC.,2010-12-03,10-K,2014-01-21,749891000.0,,,,,,5192387000.0,,
17,ADBE,ADOBE INC.,2010-09-03,10-K,2011-01-27,,,230065000.0,,990319000.0,,,,
18,ADBE,ADOBE INC.,2010-09-03,10-K,2012-01-26,,,230065000.0,,990319000.0,,,,
15,ADBE,ADOBE INC.,2010-06-04,10-K,2011-01-27,,,148611000.0,,943035000.0,,,,
16,ADBE,ADOBE INC.,2010-06-04,10-K,2012-01-26,,,148611000.0,,943035000.0,,,,
13,ADBE,ADOBE INC.,2010-03-05,10-K,2011-01-27,,,127154000.0,,858700000.0,,,,
14,ADBE,ADOBE INC.,2010-03-05,10-K,2012-01-26,,,127154000.0,,858700000.0,,,,
9,ADBE,ADOBE INC.,2009-11-27,10-K,2010-01-22,999487000.0,,386508000.0,690513000.0,2945853000.0,522657000.0,4890568000.0,7282237000.0,2391669000.0
10,ADBE,ADOBE INC.,2009-11-27,10-K,2011-01-27,999487000.0,,-32043000.0,690513000.0,757283000.0,522657000.0,4890568000.0,7282237000.0,2391669000.0
11,ADBE,ADOBE INC.,2009-11-27,10-K,2012-01-26,999487000.0,,386508000.0,690513000.0,2945853000.0,,4890568000.0,,
12,ADBE,ADOBE INC.,2009-11-27,10-K,2013-01-22,999487000.0,,,,,,4890568000.0,,
8,ADBE,ADOBE INC.,2009-08-28,10-K,2011-01-27,,,136045000.0,,697507000.0,,,,
7,ADBE,ADOBE INC.,2009-05-29,10-K,2011-01-27,,,126071000.0,,704673000.0,,,,
6,ADBE,ADOBE INC.,2009-02-27,10-K,2011-01-27,,,156435000.0,,786390000.0,,,,
3,ADBE,ADOBE INC.,2008-11-28,10-K,2010-01-22,886450000.0,,871814000.0,1028271000.0,3579889000.0,526111000.0,4410354000.0,5821598000.0,1411244000.0
4,ADBE,ADOBE INC.,2008-11-28,10-K,2011-01-27,886450000.0,,871814000.0,1028271000.0,3579889000.0,,4410354000.0,,
5,ADBE,ADOBE INC.,2008-11-28,10-K,2012-01-26,886450000.0,,,,,,4410354000.0,,
1,ADBE,ADOBE INC.,2007-11-30,10-K,2010-01-22,946422000.0,,723807000.0,857585000.0,3157881000.0,,4649982000.0,,
2,ADBE,ADOBE INC.,2007-11-30,10-K,2011-01-27,946422000.0,,,,,,4649982000.0,,
0,ADBE,ADOBE INC.,2006-12-01,10-K,2010-01-22,772500000.0,,,,,,5151876000.0,,
