,ticker,company,end_date,form,filed,cash,long_term_debt,net_income,operating_income,revenue,revenue_alt,shares_outstanding,stockholders_equity,total_assets,total_liabilities
43,GOOGL,ALPHABET INC.,2025-12-31,10-K,2026-02-05,30708000000.0,49085000000.0,132170000000.0,129039000000.0,402836000000.0,,12088000000.0,415265000000.0,595281000000.0,180016000000.0
41,GOOGL,ALPHABET INC.,2024-12-31,10-K,2025-02-05,23466000000.0,12000000000.0,100118000000.0,112390000000.0,,350018000000.0,12211000000.0,325084000000.0,450256000000.0,125172000000.0
42,GOOGL,ALPHABET INC.,2024-12-31,10-K,2026-02-05,23466000000.0,,100118000000.0,112390000000.0,350018000000.0,,12211000000.0,325084000000.0,450256000000.0,125172000000.0
38,GOOGL,ALPHABET INC.,2023-12-31,10-K,2024-01-31,24048000000.0,14862000000.0,73795000000.0,84293000000.0,,307394000000.0,12460000000.0,283379000000.0,402392000000.0,119013000000.0
39,GOOGL,ALPHABET INC.,2023-12-31,10-K,2025-02-05,24048000000.0,13000000000.0,73795000000.0,84293000000.0,,307394000000.0,12460000000.0,283379000000.0,402392000000.0,119013000000.0
40,GOOGL,ALPHABET INC.,2023-12-31,10-K,2026-02-05,,,73795000000.0,84293000000.0,307394000000.0,,,283379000000.0,,
34,GOOGL,ALPHABET INC.,2022-12-31,10-K,2023-02-03,21879000000.0,15312000000.0,59972000000.0,74842000000.0,,282836000000.0,12849000000.0,256144000000.0,365264000000.0,109120000000.0
35,GOOGL,ALPHABET INC.,2022-12-31,10-K,2024-01-31,21879000000.0,,59972000000.0,74842000000.0,,282836000000.0,12849000000.0,256144000000.0,365264000000.0,109120000000.0
36,GOOGL,ALPHABET INC.,2022-12-31,10-K,2025-02-05,,,59972000000.0,74842000000.0,,282836000000.0,,256144000000.0,,
37,GOOGL,ALPHABET INC.,2022-12-31,10-K,2026-02-05,,,,,,,,256144000000.0,,
30,GOOGL,ALPHABET INC.,2021-12-31,10-K,2022-02-02,20945000000.0,15440000000.0,76033000000.0,78714000000.0,257637000000.0,,662121000.0,251635000000.0,359268000000.0,107633000000.0
31,GOOGL,ALPHABET INC.,2021-12-31,10-K,2023-02-03,20945000000.0,,76033000000.0,78714000000.0,,257637000000.0,13242000000.0,251635000000.0,359268000000.0,107633000000.0
32,GOOGL,ALPHABET INC.,2021-12-31,10-K,2024-01-31,,,76033000000.0,78714000000.0,,257637000000.0,,251635000000.0,,
33,GOOGL,ALPHABET INC.,2021-12-31,10-K,2025-02-05,,,,,,,,251635000000.0,,
26,GOOGL,ALPHABET INC.,2020-12-31,10-K,2021-02-03,26465000000.0,15319000000.0,40269000000.0,41224000000.0,182527000000.0,,675222000.0,222544000000.0,319616000000.0,97072000000.0
27,GOOGL,ALPHABET INC.,2020-12-31,10-K,2022-02-02,26465000000.0,,40269000000.0,41224000000.0,182527000000.0,,675222000.0,222544000000.0,319616000000.0,97072000000.0
28,GOOGL,ALPHABET INC.,2020-12-31,10-K,2023-02-03,,,40269000000.0,41224000000.0,,182527000000.0,,222544000000.0,,
29,GOOGL,ALPHABET INC.,2020-12-31,10-K,2024-01-31,,,,,,,,222544000000.0,,
22,GOOGL,ALPHABET INC.,2019-12-31,10-K,2020-02-04,18498000000.0,4685000000.0,34343000000.0,34231000000.0,,161857000000.0,688335000.0,201442000000.0,275909000000.0,74467000000.0
23,GOOGL,ALPHABET INC.,2019-12-31,10-K,2021-02-03,18498000000.0,,34343000000.0,34231000000.0,161857000000.0,,688335000.0,201442000000.0,275909000000.0,74467000000.0
24,GOOGL,ALPHABET INC.,2019-12-31,10-K,2022-02-02,,,34343000000.0,34231000000.0,161857000000.0,,,201442000000.0,,
25,GOOGL,ALPHABET INC.,2019-12-31,10-K,2023-02-03,,,,,,,,201442000000.0,,
18,GOOGL,ALPHABET INC.,2018-12-31,10-K,2019-02-05,16701000000.0,4062000000.0,30736000000.0,26321000000.0,,136819000000.0,695556000.0,177628000000.0,232792000000.0,55164000000.0
19,GOOGL,ALPHABET INC.,2018-12-31,10-K,2020-02-04,16701000000.0,,30736000000.0,27524000000.0,,136819000000.0,695556000.0,177628000000.0,232792000000.0,55164000000.0
20,GOOGL,ALPHABET INC.,2018-12-31,10-K,2021-02-03,,,30736000000.0,27524000000.0,136819000000.0,,,177628000000.0,,
21,GOOGL,ALPHABET INC.,2018-12-31,10-K,2022-02-02,,,,,,,,177628000000.0,,
14,GOOGL,ALPHABET INC.,2017-12-31,10-K,2018-02-06,10715000000.0,4026000000.0,12662000000.0,26146000000.0,110855000000.0,,694783000.0,152502000000.0,197295000000.0,44793000000.0
15,GOOGL,ALPHABET INC.,2017-12-31,10-K,2019-02-05,10715000000.0,,12662000000.0,26146000000.0,,110855000000.0,694783000.0,152502000000.0,197295000000.0,44793000000.0
16,GOOGL,ALPHABET INC.,2017-12-31,10-K,2020-02-04,,,12662000000.0,26178000000.0,,110855000000.0,,152502000000.0,,
17,GOOGL,ALPHABET INC.,2017-12-31,10-K,2021-02-03,,,,,,,,152502000000.0,,
10,GOOGL,ALPHABET INC.,2016-12-31,10-K,2017-02-03,12918000000.0,4000000000.0,19478000000.0,23716000000.0,90272000000.0,,691293000.0,139036000000.0,167497000000.0,28461000000.0
11,GOOGL,ALPHABET INC.,2016-12-31,10-K,2018-02-06,12918000000.0,,19478000000.0,23716000000.0,90272000000.0,,691293000.0,139036000000.0,167497000000.0,28461000000.0
12,GOOGL,ALPHABET INC.,2016-12-31,10-K,2019-02-05,12918000000.0,,19478000000.0,23716000000.0,,90272000000.0,,139036000000.0,,
13,GOOGL,ALPHABET INC.,2016-12-31,10-K,2020-02-04,,,,,,,,139036000000.0,,
6,GOOGL,ALPHABET INC.,2015-12-31,10-K,2016-02-11,16549000000.0,3225000000.0,16348000000.0,19360000000.0,74989000000.0,,687348000.0,120331000000.0,147461000000.0,
7,GOOGL,ALPHABET INC.,2015-12-31,10-K,2017-02-03,16549000000.0,,16348000000.0,19360000000.0,74989000000.0,,687348000.0,120331000000.0,147461000000.0,27130000000.0
8,GOOGL,ALPHABET INC.,2015-12-31,10-K,2018-02-06,16549000000.0,,16348000000.0,19360000000.0,74989000000.0,,,120331000000.0,,
9,GOOGL,ALPHABET INC.,2015-12-31,10-K,2019-02-05,16549000000.0,,,,,,,120331000000.0,,
3,GOOGL,ALPHABET INC.,2014-12-31,10-K,2016-02-11,18347000000.0,,14136000000.0,16496000000.0,66001000000.0,,680172000.0,103860000000.0,129187000000.0,
4,GOOGL,ALPHABET INC.,2014-12-31,10-K,2017-02-03,18347000000.0,,14136000000.0,16496000000.0,66001000000.0,,,103860000000.0,,
5,GOOGL,ALPHABET INC.,2014-12-31,10-K,2018-02-06,18347000000.0,,,,,,,103860000000.0,,
1,GOOGL,ALPHABET INC.,2013-12-31,10-K,2016-02-11,18898000000.0,,12733000000.0,15403000000.0,55519000000.0,,,86977000000.0,,
2,GOOGL,ALPHABET INC.,2013-12-31,10-K,2017-02-03,18898000000.0,,,,,,,86977000000.0,,
0,GOOGL,ALPHABET INC.,2012-12-31,10-K,2016-02-11,14778000000.0,,,,,,,71570000000.0,,
